GYR_X,GYR_Y,GYR_Z,DATE,UNIX_TIMESTAMP
-0.05459476262331009,-0.18535587191581726,0.1237037405371666,2023-05-16T16:00:18.723528Z,1684252818723
-0.11957584321498871,-0.066046342253685,0.2227732539176941,2023-05-16T16:00:18.742769Z,1684252818742
-0.15472954511642456,-0.14700637757778168,0.30905961990356445,2023-05-16T16:00:18.766720Z,1684252818766
-0.1579253375530243,-0.3249054253101349,0.30373328924179077,2023-05-16T16:00:18.786197Z,1684252818786
-0.16538217663764954,-0.37816858291625977,0.2941459119319916,2023-05-16T16:00:18.802596Z,1684252818802
-0.1675127148628235,-0.27590328454971313,0.3356912136077881,2023-05-16T16:00:18.822772Z,1684252818822
-0.1525990217924118,-0.2354232668876648,0.3356912136077881,2023-05-16T16:00:18.843227Z,1684252818843
-0.14514216780662537,-0.2311622053384781,0.29095011949539185,2023-05-16T16:00:18.870876Z,1684252818870
-0.16964323818683624,-0.2119874656200409,0.23342590034008026,2023-05-16T16:00:18.885886Z,1684252818885
-0.18242639303207397,-0.14700637757778168,0.21957746148109436,2023-05-16T16:00:18.905161Z,1684252818905
-0.15046848356723785,-0.20879167318344116,0.22490379214286804,2023-05-16T16:00:18.922716Z,1684252818922
-0.10892320424318314,-0.2961432933807373,0.1897500902414322,2023-05-16T16:00:18.945889Z,1684252818945
-0.12596742808818817,-0.3579285740852356,0.16418376564979553,2023-05-16T16:00:18.970905Z,1684252818970
-0.17070849239826202,-0.3153180480003357,0.1705753356218338,2023-05-16T16:00:18.986249Z,1684252818986
-0.16857796907424927,-0.19387798011302948,0.2312953621149063,2023-05-16T16:00:19.003183Z,1684252819003
-0.1579253375530243,-0.1406148076057434,0.20892482995986938,2023-05-16T16:00:19.023181Z,1684252819023
-0.1813611388206482,-0.066046342253685,0.13542163372039795,2023-05-16T16:00:19.045237Z,1684252819045
-0.21012325584888458,-0.03621896356344223,0.13968269526958466,2023-05-16T16:00:19.065098Z,1684252819065
-0.20373167097568512,-0.07350318878889084,0.13542163372039795,2023-05-16T16:00:19.084579Z,1684252819084
-0.2090579867362976,-0.030892645940184593,0.10346373170614243,2023-05-16T16:00:19.102894Z,1684252819102
-0.23142851889133453,0.0330231711268425,0.1002679392695427,2023-05-16T16:00:19.123160Z,1684252819123
-0.23995064198970795,0.05752423778176308,0.10985531657934189,2023-05-16T16:00:19.145372Z,1684252819145
-0.22716747224330902,0.0703074038028717,0.10239847004413605,2023-05-16T16:00:19.169455Z,1684252819169
-0.18242639303207397,0.066046342253685,0.1002679392695427,2023-05-16T16:00:19.182973Z,1684252819182
-0.13768532872200012,0.025566328316926956,0.09387636184692383,2023-05-16T16:00:19.203486Z,1684252819203
-0.08868319541215897,0.03515370190143585,0.10665952414274216,2023-05-16T16:00:19.223255Z,1684252819223
-0.09081372618675232,-0.03621896356344223,0.12263847887516022,2023-05-16T16:00:19.245222Z,1684252819245
-0.07696529477834702,-0.14807164669036865,0.20040272176265717,2023-05-16T16:00:19.270041Z,1684252819269
-0.03435475379228592,-0.3334275186061859,0.2451438009738922,2023-05-16T16:00:19.284306Z,1684252819284
0.04980107396841049,-0.43995389342308044,0.23342590034008026,2023-05-16T16:00:19.303389Z,1684252819303
0.05832318589091301,-0.35473278164863586,0.20999009907245636,2023-05-16T16:00:19.325471Z,1684252819325
0.04660528525710106,-0.15659375488758087,0.1897500902414322,2023-05-16T16:00:19.345309Z,1684252819345
0.040213704109191895,-0.012783164158463478,0.20466378331184387,2023-05-16T16:00:19.369159Z,1684252819369
0.02210422046482563,-0.09693899005651474,0.2589922249317169,2023-05-16T16:00:19.385961Z,1684252819385
0.030626330524683,-0.3067959249019623,0.26218801736831665,2023-05-16T16:00:19.403502Z,1684252819403
-0.016245270147919655,-0.4804339110851288,0.29095011949539185,2023-05-16T16:00:19.425726Z,1684252819425
-0.03435475379228592,-0.6466150283813477,0.44115230441093445,2023-05-16T16:00:19.443905Z,1684252819443
0.07856319099664688,-1.0908299684524536,0.6062681674957275,2023-05-16T16:00:19.469616Z,1684252819469
0.23409168422222137,-1.398691177368164,0.6052029132843018,2023-05-16T16:00:19.484176Z,1684252819484
0.24900537729263306,-1.1600720882415771,0.4986765384674072,2023-05-16T16:00:19.504039Z,1684252819503
0.14567480981349945,-0.7201182246208191,0.49335023760795593,2023-05-16T16:00:19.523779Z,1684252819523
0.0636495053768158,-0.5720465779304504,0.6201165914535522,2023-05-16T16:00:19.543625Z,1684252819543
0.012516847811639309,-0.5826992392539978,0.6936197876930237,2023-05-16T16:00:19.569899Z,1684252819569
-0.09827057272195816,-0.33662331104278564,0.4539354741573334,2023-05-16T16:00:19.584981Z,1684252819584
-0.3688475489616394,0.3611243665218353,0.18761955201625824,2023-05-16T16:00:19.603563Z,1684252819603
-0.6926876902580261,0.9044088125228882,0.20572903752326965,2023-05-16T16:00:19.624302Z,1684252819624
-0.8823046088218689,0.8255793452262878,0.20572903752326965,2023-05-16T16:00:19.644729Z,1684252819644
-1.0048099756240845,0.40799596905708313,0.022503694519400597,2023-05-16T16:00:19.672298Z,1684252819672
-1.019723653793335,0.09161267429590225,-0.08082687854766846,2023-05-16T16:00:19.685118Z,1684252819685
-0.8791088461875916,-0.02024000883102417,-0.04993423447012901,2023-05-16T16:00:19.704071Z,1684252819703
-0.58403080701828,-0.22903168201446533,0.08428898453712463,2023-05-16T16:00:19.725376Z,1684252819725
-0.35393384099006653,-0.5944170951843262,0.13435637950897217,2023-05-16T16:00:19.743981Z,1684252819743
-0.10785794258117676,-0.6966823935508728,0.11518163233995438,2023-05-16T16:00:19.769132Z,1684252819769
-0.03861580789089203,-0.6711161136627197,0.2131858915090561,2023-05-16T16:00:19.788050Z,1684252819787
