ACC_X,ACC_Y,ACC_Z,DATE,UNIX_TIMESTAMP
0.3596041202545166,0.387967050075531,0.09679889678955078,2023-05-16T16:00:18.726076Z,1684252818725
-0.036313772201538086,0.22114115953445435,-0.03227996826171875,2023-05-16T16:00:18.744520Z,1684252818744
-0.29590463638305664,-0.05035102367401123,-0.029817581176757812,2023-05-16T16:00:18.768983Z,1684252818768
0.06793737411499023,-0.09961479902267456,0.2006235122680664,2023-05-16T16:00:18.788279Z,1684252818788
0.4648854732513428,-0.08737492561340332,0.5848579406738281,2023-05-16T16:00:18.804636Z,1684252818804
0.7138779163360596,-0.08269566297531128,0.7202177047729492,2023-05-16T16:00:18.824938Z,1684252818824
0.7403743267059326,-0.10674870014190674,0.561915397644043,2023-05-16T16:00:18.845669Z,1684252818845
0.7939308881759644,0.03466641902923584,0.2424182891845703,2023-05-16T16:00:18.868518Z,1684252818868
0.8793895244598389,0.2968524098396301,0.25969696044921875,2023-05-16T16:00:18.887970Z,1684252818887
0.45486295223236084,0.16755348443984985,0.11158180236816406,2023-05-16T16:00:18.902918Z,1684252818902
0.1664586067199707,-0.17215758562088013,0.07457637786865234,2023-05-16T16:00:18.924766Z,1684252818924
0.22343158721923828,-0.3844749629497528,0.04620361328125,2023-05-16T16:00:18.943627Z,1684252818943
0.52445387840271,0.004454672336578369,-0.03227806091308594,2023-05-16T16:00:18.968653Z,1684252818968
0.8451627492904663,0.47912925481796265,0.36574459075927734,2023-05-16T16:00:18.984171Z,1684252818984
0.6728907823562622,0.34730589389801025,0.5407047271728516,2023-05-16T16:00:19.005382Z,1684252819005
0.7708625793457031,0.3179754614830017,0.43339061737060547,2023-05-16T16:00:19.025249Z,1684252819025
0.6522446870803833,0.3801726698875427,0.2619762420654297,2023-05-16T16:00:19.043364Z,1684252819043
0.4178004264831543,0.10732215642929077,0.2551736831665039,2023-05-16T16:00:19.062956Z,1684252819062
0.4901469945907593,-0.14054343104362488,0.2389049530029297,2023-05-16T16:00:19.086733Z,1684252819086
0.5226322412490845,0.13785088062286377,0.29425716400146484,2023-05-16T16:00:19.103907Z,1684252819103
0.5387649536132812,0.57969069480896,0.5063390731811523,2023-05-16T16:00:19.125250Z,1684252819125
0.7022525072097778,0.7213379740715027,0.7303171157836914,2023-05-16T16:00:19.143222Z,1684252819143
0.5127456188201904,0.6770817041397095,0.7678613662719727,2023-05-16T16:00:19.167857Z,1684252819167
0.2561354637145996,0.4519161581993103,0.5976848602294922,2023-05-16T16:00:19.183913Z,1684252819183
0.18169796466827393,0.0699957013130188,0.34539031982421875,2023-05-16T16:00:19.204303Z,1684252819204
0.00979602336883545,-0.3594401478767395,0.2925539016723633,2023-05-16T16:00:19.225294Z,1684252819225
0.11287546157836914,0.07708176970481873,0.3597888946533203,2023-05-16T16:00:19.243136Z,1684252819243
-0.10541152954101562,0.23050355911254883,0.31958961486816406,2023-05-16T16:00:19.267927Z,1684252819267
-0.14726579189300537,-0.3436790108680725,-0.04497051239013672,2023-05-16T16:00:19.286311Z,1684252819286
