ACC_X,ACC_Y,ACC_Z,DATE,UNIX_TIMESTAMP
0.2808900475502014,0.1232745572924614,-0.12150001525878906,2023-05-16T16:01:02.043834Z,1684252862043
-0.04445242881774902,0.44702231884002686,-0.22484302520751953,2023-05-16T16:01:02.063568Z,1684252862063
-0.1543494462966919,0.3594628572463989,-0.339447021484375,2023-05-16T16:01:02.082402Z,1684252862082
0.09436702728271484,0.045617759227752686,-0.39498233795166016,2023-05-16T16:01:02.103530Z,1684252862103
0.6177915930747986,-0.1691046506166458,-0.15277767181396484,2023-05-16T16:01:02.122761Z,1684252862122
0.4581407904624939,-0.16558974981307983,0.04595470428466797,2023-05-16T16:01:02.143046Z,1684252862143
0.08833706378936768,-0.009267881512641907,-0.05855369567871094,2023-05-16T16:01:02.163133Z,1684252862163
-0.09208691120147705,-0.016124099493026733,-0.23218917846679688,2023-05-16T16:01:02.187206Z,1684252862187
-0.018900394439697266,-0.24628028273582458,-0.3242206573486328,2023-05-16T16:01:02.202197Z,1684252862202
-0.1887829303741455,-0.3258751928806305,-0.32750606536865234,2023-05-16T16:01:02.221836Z,1684252862221
-0.08479052782058716,-0.1137876957654953,-0.08569622039794922,2023-05-16T16:01:02.242634Z,1684252862242
0.4998234212398529,0.23833732306957245,0.23610496520996094,2023-05-16T16:01:02.262932Z,1684252862262
1.0879788398742676,0.3122464418411255,0.40587806701660156,2023-05-16T16:01:02.286962Z,1684252862286
0.6200690865516663,0.33966952562332153,0.314300537109375,2023-05-16T16:01:02.303649Z,1684252862303
0.2775366008281708,0.6121670007705688,0.21879291534423828,2023-05-16T16:01:02.322802Z,1684252862322
0.08056584000587463,1.13437020778656,0.1697101593017578,2023-05-16T16:01:02.342840Z,1684252862342
0.6614807844161987,1.733705759048462,0.4502124786376953,2023-05-16T16:01:02.361822Z,1684252862361
2.0894110202789307,2.0878255367279053,0.988215446472168,2023-05-16T16:01:02.383317Z,1684252862383
2.9774999618530273,2.377068519592285,1.564742088317871,2023-05-16T16:01:02.403949Z,1684252862403
2.769810438156128,2.4805068969726562,1.5299272537231445,2023-05-16T16:01:02.423025Z,1684252862422
2.367502212524414,2.2217156887054443,0.7363767623901367,2023-05-16T16:01:02.443099Z,1684252862443
2.262653350830078,1.930747389793396,-0.7354106903076172,2023-05-16T16:01:02.462973Z,1684252862462
3.798128604888916,1.7602890729904175,-2.1914849281311035,2023-05-16T16:01:02.484071Z,1684252862484
4.434018135070801,1.3615593910217285,-2.774982452392578,2023-05-16T16:01:02.503130Z,1684252862503
3.638601303100586,1.0694644451141357,-3.7777047157287598,2023-05-16T16:01:02.523342Z,1684252862523
2.0213680267333984,1.1405603885650635,-4.88244104385376,2023-05-16T16:01:02.542842Z,1684252862542
1.3585548400878906,1.1113355159759521,-4.648110866546631,2023-05-16T16:01:02.563906Z,1684252862563
2.501006603240967,0.2661150395870209,-2.1983299255371094,2023-05-16T16:01:02.590157Z,1684252862590
4.544713020324707,-1.1307578086853027,0.013731956481933594,2023-05-16T16:01:02.607991Z,1684252862607
5.40967321395874,-2.525019407272339,-1.3627567291259766,2023-05-16T16:01:02.623308Z,1684252862623
2.1098709106445312,-2.7687222957611084,-2.6251258850097656,2023-05-16T16:01:02.642899Z,1684252862642
